geneNames,pVal,pAdj,log2FC
ENSG00000149527,0.0106399363880564,0.0653258973802106,1.47213486527875
ENSG00000157881,0.782443485620506,0.893937858200418,0.0655484950959263
ENSG00000157873,0.423199513641751,0.619679391773682,0.909686372849767
ENSG00000157870,0.107137392850988,0.277341258875725,0.596924636771918
ENSG00000142606,0.65584821763529,0.805579299748555,1.20949178482155
ENSG00000215912,2.89157327520534e-05,0.000795972962443493,2.09125753605121
ENSG00000142611,0.0157825944046903,0.0843713268188111,1.91363998754177
ENSG00000130762,0.390440942127091,0.594371923631248,0.246018466357526
ENSG00000162591,0.000459508700262816,0.00654161502359373,0.459968292085964
ENSG00000158109,0.730769730140082,0.859768766136257,0.166564340417228
ENSG00000116213,0.522799316370295,0.701109163097644,0.00847141588985104
ENSG00000078900,0.570487286657129,0.740943196655103,0.481861282821725
ENSG00000162592,0.647485646748496,0.799176785047287,1.19973293365754
ENSG00000235169,0.971273239923472,0.999004005785312,0.00203762506287174
ENSG00000130764,0.171746515533974,0.369762350745065,0.0263265661901179
ENSG00000116198,0.701280976117717,0.839851228104787,0.23784340113624
ENSG00000169598,0.223922427071867,0.42894347735191,0.41925702621251
ENSG00000198912,0.00767763577342788,0.0521504153546787,0.508237054313893
ENSG00000196581,0.00010574301484602,0.00213093107440019,0.857637724220278
ENSG00000131697,0.063417448879909,0.201300327072236,0.629440931670458
ENSG00000069424,0.0396447923766855,0.1505910396995,0.715582354508881
ENSG00000116254,0.703962159375551,0.841688033044643,0.00815148908637813
ENSG00000116251,0.193929690896953,0.397225833239633,0.0033607894834747
ENSG00000158286,0.000949572010957899,0.0114463688013023,0.880020755106099
ENSG00000116237,0.804268725087833,0.907630341596474,0.0386737349633037
ENSG00000173673,0.282859904078542,0.490035839531764,0.499514208866366
ENSG00000158292,0.517174629193517,0.696216768768344,0.393465091771265
ENSG00000097021,0.0248170485358785,0.113012470085895,0.34968191932541
ENSG00000069812,0.0394753961087141,0.150125501648199,1.41561376038216
ENSG00000187017,0.170190636536115,0.36771710994158,0.205437790933433
ENSG00000215788,0.738215217209831,0.865566362489428,0.502344518645197
ENSG00000171680,0.483329624053328,0.668619486975449,0.540925103947021
ENSG00000162408,0.044075027061371,0.160281136667751,0.468510333843373
ENSG00000204859,0.421183142630805,0.618621316910684,0.451338503083167
ENSG00000162413,0.0204531728759898,0.0995064757410602,0.022178377097575
ENSG00000116273,0.0029621077323578,0.0268307106250711,0.343950124777996
ENSG00000041988,0.0017003973097182,0.0176400849112712,0.13111669618073
ENSG00000007923,0.179207843904513,0.378841703753065,0.0362224080225431
ENSG00000171735,0.361484838248259,0.566851264400179,0.162388193595333
ENSG00000049245,0.000907892067217495,0.0110793727212876,0.348820416139216
ENSG00000049246,0.00173128928576664,0.0179252058005984,1.05638937284652
ENSG00000049249,0.585538044477448,0.75188258387768,0.443202092148253
ENSG00000116288,0.919593950223978,0.973137059986582,0.147636860652775
ENSG00000116285,0.000281139785576571,0.0045780234020771,0.347520476620309
ENSG00000162426,0.00354838769092675,0.0306214416847746,1.46599200200213
ENSG00000142599,0.157764593057053,0.351854065561447,0.0811562593974843
ENSG00000074800,0.878327786070937,0.951106215114269,0.0392676537214677
ENSG00000197241,0.0341962603168116,0.138000713948586,1.55552058174745
ENSG00000142583,0.598347573534303,0.762121681163916,0.417770837804201
ENSG00000180758,0.993710480127969,1,0.00218021227739845
ENSG00000049239,2.49083617895916e-05,0.000714598255778121,0.865496682211826
ENSG00000171621,0.0643220001292149,0.202906205525566,0.929347229106661
ENSG00000171612,0.0394874884726876,0.150125501648199,0.079252022464131
ENSG00000188807,0.446165655823635,0.638964661659169,0.142141822906488
ENSG00000171608,0.632928481350813,0.787740850862477,0.087059158267313
ENSG00000171603,0.530928196634344,0.708871797960567,0.184392680954831
ENSG00000178585,0.228414986455673,0.43322482260033,0.142660182757885
ENSG00000162441,0.332258177571574,0.539705763218228,0.406423626617072
ENSG00000173614,0.055939759133919,0.18617875118627,0.0500853182842947
ENSG00000162444,0.9824963029165,1,0.187711334424044
ENSG00000130939,0.934911867067113,0.981772314800074,0.136753097569818
ENSG00000054523,0.629044972139575,0.784826489712213,0.0819275934919049
ENSG00000142657,0.0118587639082222,0.0703240084477778,0.160103113559306
ENSG00000175279,0.467796175642542,0.656821129690663,0.344896369356606
ENSG00000160049,0.269506629090208,0.476903117686935,0.0366023398659237
ENSG00000142655,0.0192991894943326,0.0964287242023666,0.216499205306033
ENSG00000130940,0.366111388009241,0.571443310249613,0.494327895847936
ENSG00000175262,0.804790039220012,0.907630341596474,0.00714856096654249
ENSG00000120948,0.456918925067651,0.646032591276207,0.0543302892778056
ENSG00000009724,0.0143425190201273,0.0796807848206323,0.62681877545053
ENSG00000116649,0.374376320429645,0.579713833175601,0.0217187895251834
ENSG00000171824,0.204587954982756,0.40909812972664,0.296517716321069
ENSG00000198793,0.766427027076842,0.883361912024836,0.0148745237909287
ENSG00000120942,0.33386939296074,0.541153071548795,0.0231570043800488
ENSG00000204624,0.201657381373078,0.405934468594288,0.221724304813207
ENSG00000116661,0.608709615989909,0.769095816328268,0.0433712911347715
ENSG00000132879,0.124124558097079,0.304976861135753,0.48958124136513
ENSG00000116663,0.0209549435207343,0.101177495047022,1.41514746315879
ENSG00000116670,0.148227429365493,0.338972140029452,0.193889746172722
ENSG00000162490,0.433580093182134,0.628290962468628,0.206252869146672
ENSG00000177674,0.52696666459067,0.704900559560544,0.017596628532591
ENSG00000215910,0.940848635404461,0.984655476424156,0.683636681327256
ENSG00000177000,0.172714704197755,0.371137861573796,0.214050381469297
ENSG00000011021,2.69556092252478e-06,0.000116151640742846,1.00769799821377
ENSG00000120937,0.859116671193862,0.940409431478872,1.0867895576966
ENSG00000116685,0.112807725949202,0.286910894510513,0.29622032216252
ENSG00000083444,0.0950677493104652,0.257214337511974,0.442485804842328
ENSG00000116688,0.295827911905029,0.503491384095507,0.0237645186546073
ENSG00000116691,0.0190168485393524,0.0954411110376723,0.389848770196879
ENSG00000120949,0.579320175016028,0.746950475333542,0.120411841239761
ENSG00000028137,0.935876297809054,0.982122379830345,0.129316643334115
ENSG00000048707,0.184890434059761,0.384473663551524,0.0057626705820521
ENSG00000162496,0.0756289200385189,0.224060970576002,0.0172184834968446
ENSG00000188984,NaN,NaN,2.81206945537464
ENSG00000179172,1.16648236617613e-07,9.73858479147788e-06,1.61178461612836
ENSG00000162494,0.752952626499808,0.87479793095092,0.087517073076952
ENSG00000162493,0.219462810697026,0.424442151490914,0.0157160789874804
ENSG00000116731,0.706461317741288,0.842500983072165,0.153018536145946
ENSG00000189337,0.399550055725666,0.601230243114179,0.280184227504691
ENSG00000171729,0.0276723645834597,0.121390670214738,0.174527831721901
ENSG00000204464,NaN,NaN,3.17979679567583
ENSG00000142621,0.0930466532433334,0.253484658412734,0.704456834173827
ENSG00000142634,0.424222388513999,0.620313693667166,0.417779612181467
ENSG00000132906,0.251402202526278,0.458830173963781,0.0868164823277528
ENSG00000116138,0.390835408835868,0.594646129621014,0.418107178546971
ENSG00000116771,0.240103681797866,0.446715716907031,0.191895624640162
ENSG00000197312,0.12083282591185,0.299996921451364,0.0497044909023844
ENSG00000116786,0.416665982393905,0.614815459746222,0.295370054358363
ENSG00000162461,0.380199798603211,0.58422074614883,0.669834313169291
ENSG00000162460,0.469121922746916,0.657395632240105,0.403202653095191
ENSG00000162458,0.748953020714425,0.87260796823842,0.164538784629172
ENSG00000065526,0.229955656693462,0.435120554858632,0.22633381640234
ENSG00000116809,0.23901445790373,0.445793041520444,0.237710282882478
ENSG00000186510,0.106065268859589,0.275445009436383,1.27520960747703
ENSG00000184908,0.00423681157228486,0.0344246394434,1.31091827907628
ENSG00000185519,0.00977156552557644,0.061797808588405,2.72598832937063
ENSG00000142627,0.600935984660429,0.763392550499411,0.417434109176734
ENSG00000142632,0.0739176149851366,0.221276047590679,0.0491653679825364
ENSG00000204377,0.0345497300567887,0.138823577938902,2.21878524229485
ENSG00000132881,0.0194679294192349,0.0969560058830718,1.39182096314799
ENSG00000037637,0.256962379045036,0.464339140970181,0.179614422386395
ENSG00000055070,0.293211365181985,0.50071235186218,0.264817487030592
ENSG00000187144,0.344909647293232,0.552016363184898,0.149869528938964
ENSG00000157191,0.395356594134279,0.598228969969772,0.131668246724429
ENSG00000219481,0.0384152477260753,0.14762644760588,0.371364021648471
ENSG00000058453,0.0856140559656936,0.241871426753778,0.543355003943763
ENSG00000117122,0.897107714837586,0.959952708017243,0.249131278487424
ENSG00000159363,0.420886219181346,0.618621316910684,0.0441927200972501
ENSG00000117118,0.280458457717985,0.487701364036537,0.00595367382221177
ENSG00000117115,0.683563876033024,0.827905618661735,0.146521081164011
ENSG00000142623,0.238128537962011,0.445034963934924,0.626639865896927
ENSG00000142619,0.554272669885233,0.728094277232691,0.231127336142284
ENSG00000159339,0.820674539249569,0.917357860216701,0.10818237738404
ENSG00000179051,0.249571880305333,0.457427657026117,0.32190893731455
ENSG00000074964,0.113603116190712,0.287866319314797,0.0240793264343473
ENSG00000117148,7.30702577823862e-05,0.00161030111389424,2.09631400471002
ENSG00000117154,0.0499936522037557,0.173438471753962,0.396021504447396
ENSG00000179023,5.931805706769e-19,8.50890565882801e-16,1.25782469528658
ENSG00000009709,0.117370272581225,0.29408195299023,1.57548439874313
ENSG00000159423,0.0509103617928079,0.175664683736872,0.642357900547406
ENSG00000169991,0.00179948352968274,0.0183899199830817,0.550110041068614
ENSG00000127481,0.0219574207605521,0.104075140336663,0.190083160096393
ENSG00000127463,0.411404293421481,0.610839136497197,0.170033494908928
ENSG00000053372,0.748028319292161,0.872045722209901,0.165285887237971
ENSG00000162482,0.206015916726888,0.410445094701208,1.7412592826033
ENSG00000053371,0.588251490142363,0.753839053273479,0.159155478037311
ENSG00000040487,0.0810827433569295,0.233425398180805,0.243418445209838
ENSG00000077549,0.0232385365076339,0.107879043116786,0.183065797821499
ENSG00000270136,0.434700572392356,0.629105781140877,0.00844891212669861
ENSG00000173436,0.492635030374875,0.676055674402953,0.146833311192624
ENSG00000158747,0.19610208813082,0.399934709657,0.67147385484742
ENSG00000158748,0.0106392069691002,0.0653258973802106,2.24788772030627
ENSG00000162542,0.190325786942628,0.392261049133715,0.660427250465915
ENSG00000169914,0.0689803406617668,0.211470914183411,0.220119581221081
ENSG00000188257,0.79566256939403,0.90335009947247,0.192377370659897
ENSG00000162543,0.248920142230372,0.456593978098383,0.69062897360905
ENSG00000158816,0.923345629636834,0.975786664660077,0.698637124600558
ENSG00000162545,0.703035071512864,0.8409665979381,0.259116874498512
ENSG00000090432,0.0957571094817007,0.258503238753081,0.462993463194522
ENSG00000183114,2.90908823043682e-08,3.12261926449405e-06,2.49220272125836
ENSG00000158825,4.57365966750777e-05,0.00113293211763901,0.872649499775122
ENSG00000158828,0.0042584532892981,0.0345316761415215,0.655544490647269
ENSG00000244038,0.0250808312021546,0.113590825355567,0.279719523333194
ENSG00000117245,0.428926495894846,0.624855885050995,0.389099922107526
ENSG00000189410,0.352535955348043,0.558444417170643,0.385522804532181
ENSG00000127483,0.845409316604266,0.931248083945503,0.0224523980682702
ENSG00000075151,0.652278723466173,0.803458702386632,0.218819211567431
ENSG00000117298,0.100891878461736,0.267019951400156,0.0315129838897667
ENSG00000142794,0.00783714705495821,0.0527794892787817,0.372617633156201
ENSG00000162551,0.0427648501437247,0.157036669866845,0.3085268637637
ENSG00000076864,0.631968384276479,0.787104675625429,0.264146383352574
ENSG00000090686,0.140354728689968,0.328779285035481,0.165218418920538
ENSG00000187942,0.961154714784342,0.993905589167731,0.152567371274779
ENSG00000142798,0.611271254132313,0.770818592657388,0.320411989175254
ENSG00000070831,0.172373309497873,0.370555647216203,0.168297900694113
ENSG00000162552,0.321234665030866,0.529485195813438,0.11795558183395
ENSG00000184677,6.09975552274017e-05,0.00140508091085134,0.161595540385503
ENSG00000070886,0.12397883335956,0.304713708968924,0.333130330040587
ENSG00000133216,0.641392519865057,0.794078663864318,0.285510839119556
ENSG00000215906,NaN,NaN,2.48496536840005
ENSG00000227868,NaN,NaN,4.07774063969633
ENSG00000004487,0.379573112869527,0.584049127759989,0.0549409498473368
ENSG00000169641,0.204382821716907,0.408926602469228,0.0970918614088993
ENSG00000179546,0.00247747875162184,0.0233713786158261,0.501450812334587
ENSG00000125944,0.426082763522425,0.621999593651882,0.0808844793602843
ENSG00000125945,0.202226673977575,0.406229750310904,0.171243598865356
ENSG00000204219,NaN,NaN,2.80282709644889
ENSG00000088280,0.0502485400849741,0.174104460694072,0.646792744294529
ENSG00000007968,0.00167900601855499,0.0174905147919335,0.623631961890646
ENSG00000117318,0.332680584606983,0.540113894897991,0.0122984113792048
ENSG00000197880,NaN,NaN,Inf
ENSG00000142676,0.698142289056749,0.838013978517741,0.0410215457540553
ENSG00000011007,0.297867314670787,0.505164268937053,0.147207788124648
ENSG00000057757,0.216833962674793,0.42203496105746,0.181422631065837
ENSG00000011009,0.200711152802374,0.405280895576647,0.290935580466448
ENSG00000117308,0.0311355818928605,0.130800944272483,0.162295535678919
ENSG00000117305,0.749758574859919,0.872960856449289,0.142082774720062
ENSG00000179163,0.47124513331716,0.658791260619427,0.43863573955572
ENSG00000188822,0.999308263922325,1,0.0698814802939821
ENSG00000189266,0.0914309754434738,0.251295830259985,0.194409824722243
ENSG00000188529,0.940079769832011,0.984373129482999,0.0173851500894409
ENSG00000142661,0.765048986797352,0.88224131861985,0.0791315151450159
ENSG00000142677,1,1,0.46013337341054
ENSG00000185436,0.116828478416028,0.293538973044021,0.296623054747816
ENSG00000158055,0.837004462529187,0.927509536771384,0.212964561707892
ENSG00000001460,0.444295269374939,0.637379312252674,0.0501478575756717
ENSG00000001461,7.44784838641818e-06,0.000273336357900754,0.710353404177186
ENSG00000117602,0.00430800387525679,0.0348059360715191,0.299241671906582
ENSG00000184454,0.0431424371628095,0.157661757114348,1.22306742353612
ENSG00000133226,0.693989078265325,0.835115104449959,0.016590544495813
ENSG00000169504,0.380798108856046,0.58485422645943,0.0886864113263331
ENSG00000020633,0.255098936109726,0.462295407473914,0.345119904416408
ENSG00000117614,0.798896300797367,0.904952187252391,0.0896489201511251
ENSG00000117616,0.184581627516149,0.384226615017316,0.0682941743992453
ENSG00000187010,NaN,NaN,Inf
ENSG00000183726,0.195887588321732,0.399699849984099,0.0747755251047542
ENSG00000204178,0.020619347060373,0.100049695245498,0.0432736531694542
ENSG00000157978,0.0333982494849536,0.136264959492464,0.0926097032613053
ENSG00000117643,0.000190272893844993,0.00339244744856513,0.443678626448814
ENSG00000162430,0.142748090592773,0.331743088150366,0.272237447167811
ENSG00000117640,0.00698555513608205,0.0488369847107837,0.393483445690471
ENSG00000127423,0.475259853227411,0.661823777607918,0.0811993549401797
ENSG00000182749,0.730545435227096,0.859731236757783,0.540696955286283
ENSG00000117632,0.138063165903877,0.325423553127299,0.235600499552515
ENSG00000158006,0.637009155587639,0.790636943759723,0.151911042971357
ENSG00000158008,0.842043970347596,0.929458678427052,0.110316837001383
ENSG00000175087,0.174313256065739,0.372846532121635,0.371845635083825
ENSG00000197245,0.360018456071416,0.565809882305863,0.181294696933898
ENSG00000142684,0.00473463152386626,0.0372235928326287,0.474481595325002
ENSG00000142675,0.0116871119181997,0.0696679028928121,0.397734562050751
ENSG00000188782,0.713664362266853,0.847838093487652,0.0833027155563624
ENSG00000130695,0.205155189833278,0.409574449383996,0.268058109193063
ENSG00000142669,0.753891878365079,0.875517770569116,0.0777559552035015
ENSG00000158062,0.0993151505588746,0.264791642897653,0.238895801307544
ENSG00000169442,0.741780429407099,0.867904003827274,0.0552869103868468
ENSG00000176092,0.071613900411416,0.216764959637777,0.682334846850984
ENSG00000131914,0.0755449132455275,0.223917187232933,0.26476623768718
ENSG00000117682,0.0684745612839672,0.210613556076827,0.0154803152649634
ENSG00000198830,0.920812601638873,0.973761949015467,0.129979212287763
ENSG00000117676,0.203787932737526,0.408375390677082,0.325140572724514
ENSG00000117713,0.985203316401114,1,0.0710450805175847
ENSG00000060642,0.101366250573176,0.267781360755758,0.390136251004259
ENSG00000204160,0.346395012662333,0.553433497851207,0.350435915683959
ENSG00000175793,0.240484373848458,0.447055011186949,0.659187591739422
ENSG00000142751,0.00274716213899121,0.0252538491636143,0.552236904391449
ENSG00000198746,0.525768486775265,0.703903763146764,0.249888635817977
ENSG00000090273,0.700534529078286,0.839546804845242,0.113496253433379
ENSG00000175707,0.026910533934899,0.119141783097298,0.272157831526432
ENSG00000253368,0.0311348593124518,0.130800944272483,0.0291752497423073
ENSG00000158246,0.428917842120565,0.624855885050995,0.182027854802804
ENSG00000090020,0.323461083692877,0.531489372028522,0.0746264832038186
ENSG00000142784,0.0824112182616411,0.236258468922681,0.47269724473054
ENSG00000186501,0.993599834100206,1,0.100844861219302
ENSG00000142765,1.1738162095479e-05,0.000397460213958289,0.62205379670074
ENSG00000142733,0.223680899133427,0.428870120526036,0.0152332019532262
ENSG00000174950,0.0260591637541137,0.116594850109993,1.22151582166066
ENSG00000181773,0.0308535796623184,0.130135701426692,0.815555402690826
ENSG00000158195,0.370585503972646,0.575556639266903,0.107094722928674
ENSG00000126705,0.00880778905511383,0.0575478689443649,0.123849014983012
ENSG00000000938,1,1,0.13378178831687
ENSG00000126709,0.660194660689779,0.80891532466408,0.570205317185112
ENSG00000009780,0.615892614479053,0.774526764189294,0.330079585118364
ENSG00000117758,0.204380663252002,0.408926602469228,0.112602503776805
ENSG00000117751,0.0183235989736192,0.0931169301786592,0.00902482644426338
ENSG00000130775,0.819488459279066,0.916611566991198,0.156093745542427
ENSG00000117748,0.931560186765204,0.980004546100951,0.108300490622548
ENSG00000130768,0.0422181403997318,0.156045921144851,0.219641371471693
ENSG00000158156,0.220795459605332,0.425987042711084,0.140209426365233
ENSG00000158161,0.142928869945785,0.33185324291856,0.413537283965765
ENSG00000169403,0.392652643916888,0.595737121958132,0.171778082417123
ENSG00000126698,0.204252725201397,0.408836227512032,0.0574138521813341
ENSG00000269804,0.804246487718854,0.907630341596474,0.264542444742557
ENSG00000130770,0.439504546129724,0.63327022494575,0.266384883903036
ENSG00000130766,0.24535994258347,0.452864023163478,0.373015310993813
ENSG00000130772,0.0199202049703056,0.0981512308297945,0.474245639552219
ENSG00000204138,0.427326310373534,0.623235220573435,0.00402218376374813
ENSG00000180198,0.714748747539896,0.848725069528639,0.245201666553843
ENSG00000180098,0.21274103935082,0.41726189531292,0.0382915771503529
ENSG00000120656,0.0435398817831886,0.158700807266559,0.169110356701551
ENSG00000188060,0.0132549116422658,0.0757272507415551,0.526702607441397
ENSG00000162419,0.152988521815065,0.345499625836541,0.0520310977701437
ENSG00000198492,0.100607763139884,0.266641918787448,0.0783141154104013
ENSG00000159023,0.0524713955635779,0.178581509508406,0.0307762945236512
ENSG00000253304,0.493520829714365,0.676277758819394,0.596374128708955
ENSG00000116350,0.263609741314113,0.471331230390413,0.161034711983401
ENSG00000116353,1.25612920542529e-07,1.00103998894917e-05,0.7357051526786
ENSG00000060656,0.611302244683969,0.770818592657388,0.0640374636177292
ENSG00000162510,0.333142209300926,0.540529657641061,0.724446306439226
ENSG00000162511,0.34278911672194,0.549977348834511,0.826316578484502
ENSG00000162512,0.148614989899223,0.339510051486873,0.505143930546651
ENSG00000134644,0.454895812726919,0.644500406664097,0.0805062761028409
ENSG00000084628,0.655398806448342,0.805352991741172,0.105449298862493
ENSG00000060688,0.370597341716949,0.575556639266903,0.205884114434462
ENSG00000121766,0.691546587788698,0.833649932165802,0.16226494266943
ENSG00000121769,0.00543555818059333,0.0409758663493068,0.365667393003971
ENSG00000168528,0.371517328830868,0.576474769556718,0.280933903370265
ENSG00000142910,0.833278767574934,0.925025022763817,0.485147623623278
ENSG00000121764,NaN,NaN,2.72242492631886
ENSG00000162517,0.391036331994636,0.594646129621014,0.322446407483059
ENSG00000084636,0.227560871074464,0.432299901840112,0.471223286496182
ENSG00000121753,0.0365536528421653,0.143146170346826,0.586267522673749
ENSG00000134668,0.257868288074222,0.465070718656206,0.607262414091682
ENSG00000184007,0.289483563662742,0.497252465821293,0.0210265152365125
ENSG00000121774,0.0164886366199265,0.0868985294675416,0.0660653800841792
ENSG00000121775,0.100280737013309,0.266299008520635,0.101657797471365
ENSG00000025800,0.106673107093245,0.276563109763004,0.0121284514298266
ENSG00000084652,0.160242826961264,0.354972843832906,0.32347088537457
ENSG00000160050,0.699683454338214,0.839120257353704,0.040537258544805
ENSG00000160051,0.384274389116329,0.588633407945933,0.148139913979406
ENSG00000222046,NaN,NaN,2.87309761370812
ENSG00000160055,0.030457453519109,0.129155646083854,0.871715152523626
ENSG00000084623,0.231994736295984,0.437771459461174,0.117887016975857
ENSG00000183615,0.0511183601828566,0.176008999977653,0.737368413591202
ENSG00000182866,0.468677140959757,0.657395632240105,0.15432760337668
ENSG00000116478,0.0583931791986308,0.191357419434101,0.227525443915681
ENSG00000175130,0.0373768012998278,0.144941889336442,0.149928422942763
ENSG00000225828,0.254706883402104,0.461903219538191,0.968678086165211
ENSG00000160058,0.238491837789206,0.445292001949578,0.0726865173334574
ENSG00000254553,NaN,NaN,2.69770817149969
ENSG00000273274,0.695979126904992,0.836203049069814,0.514058032403494
ENSG00000160062,0.394366110077069,0.597370946214997,0.249229066534881
ENSG00000176261,0.593737241791465,0.758712337077059,0.00158525851220919
ENSG00000162521,0.989776969977588,1,0.125706309861683
ENSG00000162520,0.792426253663986,0.901589989567905,0.0322339057617571
ENSG00000162522,0.119069815956522,0.296762379715363,0.0382992812486546
ENSG00000134684,0.055357540722241,0.184708529299269,0.181466341714121
ENSG00000116497,0.077141565204173,0.226627584687516,0.274805986343023
ENSG00000160097,0.503500385562518,0.68537181226293,0.879380480318851
ENSG00000121905,0.000816816222046596,0.0102779451097873,2.14661469063286
ENSG00000121900,0.980554609260723,1,0.151060781581654
ENSG00000116514,0.162983723712737,0.358278096470224,0.391553121178814
ENSG00000004455,0.263424900400616,0.471080634413071,0.0785881882588244
ENSG00000142920,0.61592591610888,0.774526764189294,0.0233117586202341
ENSG00000116525,0.334361517247106,0.54159553254357,0.172970368601297
ENSG00000160094,0.377840932841905,0.582051359886012,0.265507714831593
ENSG00000134686,0.232130480593679,0.437838621616552,0.36882883955512
ENSG00000121903,0.00233732543264931,0.022284385499561,0.327760258572129
ENSG00000121904,0.122605961197806,0.302991301760404,0.0238445839329919
ENSG00000142698,2.00519266925178e-05,0.000601519679241897,0.74959024332302
ENSG00000163866,0.0533686468873753,0.180437942840346,0.130223852631251
ENSG00000189280,1.2111189942178e-09,2.35928970490896e-07,3.13561520475305
ENSG00000188910,NaN,NaN,3.30109710331367
ENSG00000187513,0.416690795323151,0.614815459746222,0.622605479483142
ENSG00000116544,0.774121066139653,0.888223989428271,0.214821965002021
ENSG00000271741,0.482644561380934,0.668097950173678,0.893178198970268
ENSG00000243749,9.33508326983732e-07,4.9099426304921e-05,0.557293185106055
ENSG00000163867,0.486609939543724,0.670996961990773,0.330378076130185
ENSG00000197056,0.242883691539958,0.449977899355289,0.160165667082092
ENSG00000116560,0.232214580343247,0.437842113331511,0.0117392868604615
ENSG00000146463,0.992019141498846,1,0.0828907258660356
ENSG00000142687,0.0132555083686023,0.0757272507415551,0.0543338477503459
ENSG00000020129,0.12980580447756,0.313564878881112,0.105466320114844
ENSG00000126067,0.706106292007753,0.842500983072165,0.294556152643073
ENSG00000142686,0.639937997461181,0.793273757713879,0.0290907170338888
ENSG00000092853,0.310113677995802,0.518246528817599,0.0551235387616687
ENSG00000134698,0.00895492271686575,0.0582557530156434,0.426196588114964
ENSG00000092847,0.476907664228582,0.663281390371604,0.156212060783202
ENSG00000126070,0.0227715087188451,0.106273775828056,0.52423117057765
ENSG00000092850,0.34278911672194,0.549977348834511,0.622735054794451
ENSG00000116863,0.755685258755555,0.876761595434111,0.151722976530763
ENSG00000171812,0.909516789510335,0.967360599910073,0.0534098231942123
ENSG00000054116,0.669520685741086,0.816664107939749,0.102397441947427
ENSG00000116871,0.376179752273191,0.58096704620913,0.0635539438817437
ENSG00000054118,0.0714335754687556,0.216551467304802,0.144946609596914
